name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue
[],"Come On, Get Happy: The Partridge Family Story",1999-01-01,1999,0.004754,0.0,0.0,"['Eve Gordon', 'Rodney Scott', 'Kathy Wagner', 'Shawn Pyfrom', 'Michael Chieffo', 'Alison MacInnis']",David Burton Morris,0.0,0.0
"['Adventure', 'Drama', 'Action']",13 Assassins,2010-09-09,2010,9.534232,362.0,7.1,"['Koji Yakusho', 'Takayuki Yamada', 'Yusuke Iseya', 'Gorô Inagaki', 'Kazue Fukiishi', 'Hiroki Matsukata', 'Tsuyoshi Ihara', 'Ikki Sawamura', 'Arata Furuta', 'Sousuke Takaoka', 'Seiji Rokkaku', 'Kazuki Namioka', 'Kôen Kondô', 'Yuma Ishigaki', 'Masataka Kubota', 'Masachika Ichimura', 'Kôshirô Matsumoto', 'Masaaki Uchino', 'Ken Mitsuishi', 'Ittoku Kishibe', 'Mikijiro Hira', 'Mitsuki Tanimura', 'Takumi Saito', 'Shinnosuke Abe', 'Meguru Katô', 'Kazutoshi Yokoyama']",Takashi Miike,6000000.0,17555141.0
"['Comedy', 'Romance']",A Case of You,2013-11-06,2013,5.819403,108.0,5.4,"['Justin Long', 'Evan Rachel Wood', ""Keir O'Donnell"", 'Busy Philipps', 'Sienna Miller', 'Mizuo Peck', 'Peter Dinklage', 'Sam Rockwell', 'Vince Vaughn', 'Jenn Harris', 'Demosthenes Chrysan', 'Lynn Cohen', 'David Margulies', 'Tom Morrissey', 'Priscilla Lopez', 'Emilio Delgado', 'Savannah Wise', 'Nick Fondulis', 'Brendan Fraser', 'Peter Billingsley', 'Gideon Glick', 'Adam Johnson', 'Jee Young Han', 'Danielle Quisenberry']",Kat Coiro,0.0,4187.0
['Comedy'],Patton Oswalt: Werewolves and Lollipops,2007-07-10,2007,0.262641,4.0,6.9,['Patton Oswalt'],Jason Woliner,0.0,0.0
"['Drama', 'Romance']",The Kiss,1896-04-01,1896,0.898166,24.0,5.0,"['May Irwin', 'John C. Rice']",William Heise,0.0,0.0
"['Drama', 'Foreign']",The Day I Was Not Born,2010-09-03,2010,0.365128,8.0,6.3,"['Jessica Schwarz', 'Michael Gwisdek', 'Rafael Ferro', 'Beatriz Spelzini']",Florian Cossen,0.0,0.0
"['Drama', 'Romance', 'Comedy']",Before We Go,2014-09-11,2014,9.526911,490.0,6.5,"['Chris Evans', 'Alice Eve', 'Emma Fitzpatrick', 'Scott Evans', 'John Cullum', 'Kevin Carolan', 'Fenton Lawless', 'Mark Kassen', 'Daniel Spink', 'Elijah Moreland', 'Maria Breyman']",Chris Evans,0.0,37151.0
"['Comedy', 'Fantasy', 'Science Fiction']",Multiplicity,1996-07-19,1996,8.768806,158.0,5.5,"['Michael Keaton', 'Andie MacDowell', 'Harris Yulin', 'Eugene Levy', 'Zack Duhame', 'Katie Schlossberg', 'Richard Masur', 'Ann Cusack', 'John de Lancie', 'Judith Kahan', 'Brian Doyle-Murray', 'Obba Babatundé', 'Julie Bowen', 'Dawn Maxey', 'Kari Coleman', 'Steven Kampmann', 'Michael Milhoan', 'Skip Stellrecht', 'Jim Piddock', 'Robin Duke', 'Suzanne Herrington', 'Robert Ridgely', 'Glenn Shadix', 'Dennis R. Lyell', 'Richard Plon', 'Harold Plon', 'Justine A. Johnston', 'George Wallace', 'Michael Klesic']",Harold Ramis,45000000.0,0.0
"['Thriller', 'Fantasy', 'Science Fiction']",Nirvana,1997-01-24,1997,3.376578,57.0,6.6,"['Christopher Lambert', 'Sergio Rubini', 'Diego Abatantuono', 'Stefania Rocca', 'Emmanuelle Seigner', 'Amanda Sandrelli', 'Claudio Bisio', 'Gigio Alberti', 'Alessandro Cremona']",Gabriele Salvatores,0.0,0.0
"['Drama', 'Thriller', 'Mystery', 'Crime']",Ugly,2013-05-17,2013,1.890619,19.0,7.2,"['Rahul Bhat', 'Surveen Chawla', 'Ronit Roy', 'Girish Kulkarni', 'Siddhanth Kapoor', 'Tejaswini Kolhapure', 'Vineet Kumar Singh', 'Abir Goswami', 'Madhavi Singh', 'Anshika Shrivastava', 'Alia Bhatt', 'Saharsh Kumar Shukla']",Anurag Kashyap,0.0,0.0
"['Crime', 'Drama', 'Mystery', 'Thriller']",Unknown,2006-11-03,2006,13.505066,116.0,6.4,"['Jim Caviezel', 'Greg Kinnear', 'Bridget Moynahan', 'Joe Pantoliano', 'Barry Pepper', 'Jeremy Sisto', 'Peter Stormare', 'Clayne Crawford', 'Chris Mulkey', 'Kevin Chapman', 'Mark Boone Junior', 'David Selby', 'Adam Rodríguez', 'Thomas Rosales, Jr.', 'Patricia Belcher', 'Jeff Daniel Phillips', 'Wilmer Calderon', 'Ben Bray', 'Mel Rodriguez', 'Blair Williamson', 'Rick Lashbrook', 'Britt Delano', 'Adriana Yanez', 'Victoria Justice', 'Simon Brand', 'Paul E. Short']",Simon Brand,3700000.0,3338228.0
"['Drama', 'Horror']",Asylum,1997-05-09,1997,0.870064,0.0,0.0,"['Robert Patrick', 'Malcolm McDowell', 'Sarah Douglas', 'Henry Gibson', 'Peter Brown', 'Tom Poster', 'Deborah Worthing', 'Debra Wilson', 'Rebecca Rothstein', 'Adam Gierasch', 'Karl Bury', 'Irwin Keyes']",James Seale,0.0,0.0
"['War', 'Action', 'Thriller']",The Sea Wolves,1980-07-03,1980,3.244148,19.0,5.7,"['Gregory Peck', 'Roger Moore', 'David Niven', 'Trevor Howard', 'Barbara Kellerman', 'Patrick Macnee', 'Kenneth Griffith', 'Patrick Allen', 'Wolf Kahler', 'Robert Hoffmann', 'Dan van Husen', 'George Mikell', 'Jürgen Andersen', 'Bernard Archard', 'Martin Benson', 'Percy Herbert', 'Donald Houston', 'Glyn Houston', 'Terence Longdon', 'Allan Cuthbertson', 'Faith Brook', 'John Standing', 'Graham Stark', 'Jack Watson', 'Moray Watson', 'Michael Medwin', 'William Morgan Sheppard', 'Patrick Holt', 'Clifford Earl', 'Keith Stevenson', 'Brook Williams', 'Victor Langley', 'Marc Zuber', 'Mohan Agashe']",Andrew V. McLaglen,0.0,0.0
"['Crime', 'Drama']",The Killing of John Lennon,2007-12-07,2007,0.455902,7.0,6.1,"['Jonas Ball', 'Joe Abbate', 'Gail Kay Bell', 'J. Francis Curley', 'Nicole Delorey', 'Sofia Dubrawsky', 'Krisha Fairchild', 'Vera Felice', 'James Hadde', 'Robert C. Kirk', 'Thomas A. McMahon', 'Mie Omori', 'Joe Rosario', 'I.N. Sierros', 'Anthony Solis', 'Tom Zolandz', 'Zero Kazama']",Andrew Piddington,0.0,0.0
['Comedy'],Theo Von: No Offense,2016-02-26,2016,0.401253,3.0,7.7,['Theo Von'],John Asher,0.0,0.0
"['Comedy', 'Crime', 'Family']",Matilda,1978-06-22,1978,0.626222,1.0,3.0,"['Elliott Gould', 'Clive Revill', 'Harry Guardino', 'Roy Clark', 'Lionel Stander', 'Art Metrano', 'Karen Carlson', 'Robert Mitchum', 'Larry Pennell', 'Roberta Collins', 'Gary Morgan']",Daniel Mann,0.0,0.0
['Comedy'],Rosalie Blum,2016-03-23,2016,2.192453,48.0,6.5,"['Noémie Lvovsky', 'Kyan Khojandi', 'Alice Isaaz', 'Anémone', 'Philippe Rebbot', 'Sara Giraudeau', 'Camille Rutherford', 'Nicolas Bridet']",Julien Rappeneau,0.0,0.0
['Drama'],Hayabusa: The Long Voyage Home,2012-02-11,2012,0.631228,1.0,8.0,"['Ken Watanabe', 'Yosuke Eguchi', 'Yui Natsukawa', 'Yukiyoshi Ozawa', 'Yuri Nakamura', 'Hidetaka Yoshioka', 'Renji Ishibashi', 'Tatsuya Fuji', 'Tsutomu Yamazaki']",Tomoyuki Takimoto,0.0,0.0
"['Drama', 'Thriller']",Strange Impersonation,1946-03-16,1946,0.338774,1.0,5.0,"['Brenda Marshall', 'William Gargan', 'Hillary Brooke', 'George Chandler', 'Ruth Ford', 'H.B. Warner', 'Lyle Talbot', 'Mary Treen', 'Cay Forrester', 'Dick Scott']",Anthony Mann,0.0,0.0
['Comedy'],Miracles,1986-07-11,1986,1.285222,2.0,5.5,"['Tom Conti', 'Teri Garr', 'Paul Rodríguez', 'Christopher Lloyd', 'Adalberto Martínez']",Jim Kouf,0.0,0.0
['Drama'],Stroszek,1977-01-12,1977,3.511224,53.0,7.0,"['Bruno S.', 'Eva Mattes', 'Clemens Scheitz', 'Wilhelm von Homburg', 'Burkhard Driest', 'Clayton Szalpinski', 'Ely Rodriguez', 'Alfred Edel', 'Scott McKain', 'Norbert Grupe', 'Pitt Bedewitz', 'Ralph Wade', 'Michael Gahr', 'Vaclav Vojta', 'Yüksel Topcugürler']",Werner Herzog,0.0,0.0
"['Romance', 'Drama']",The Pear Tree,1998-10-18,1998,0.385599,3.0,6.0,"['Golshifteh Farahani', 'Homayoun Ershadi', 'Mohammad Reza Shaban-Noori', 'Nematollah Gorji', 'Sassan Bagherpour', 'Jafar Bozorgi', 'Shaghayegh Farahani', 'Aram Ghasemy', 'Amir Ali Ghezelayagh', 'Shahram Haghighat Doost', 'Shahram Haghighatdoost', 'Rahman Hoseini', 'Jahangir Mirshekari', 'Maryam Moghbeli', 'Maliheh Nazari']",Dariush Mehrjui,0.0,0.0
['Drama'],Sanshiro Sugata,1943-03-25,1943,1.804231,24.0,6.0,"['Denjirô Ôkôchi', 'Susumu Fujita', 'Yukiko Todoroki', 'Takashi Shimura', 'Ryunosuke Tsukigata', 'Ranko Hanai', 'Sugisaku Aoyama', 'Ichirô Sugai', 'Yoshio Kosugi', 'Kokuten Kôdô', 'Michisaburo Segawa', 'Akitake Kôno', 'Sôji Kiyokawa', 'Kunio Mita', 'Akira Nakamura', 'Eisaburo Sakauchi', 'Hajime Hikari', 'Ichirô Ryûzaki']",Akira Kurosawa,0.0,0.0
"['Drama', 'Mystery', 'Romance', 'Thriller']",The Woman in White,1948-05-15,1948,0.550873,6.0,5.1,"['Alexis Smith', 'Eleanor Parker', 'Sydney Greenstreet', 'Gig Young', 'Agnes Moorehead', 'John Abbott', 'John Emery', 'Curt Bois', 'Emma Dunn', 'Matthew Boulton', 'Anita Sharp-Bolster', 'Clifford Brooke', 'Barry Bernard']",Peter Godfrey,0.0,0.0
"['Crime', 'Drama', 'Mystery', 'Thriller']",Cherry Crush,2007-02-16,2007,1.935535,6.0,4.3,"['Nikki Reed', 'Jonathan Tucker', 'Julie Gonzalo', 'Haviland Morris', 'Dennis Boutsikaris', 'Frank Whaley', 'Alessa Neeck', ""Michael O'Keefe""]",Nicholas DiBella,0.0,0.0
"['Romance', 'Western']",Blue,1968-05-09,1968,0.917461,2.0,6.3,"['Terence Stamp', 'Joanna Pettet', 'Karl Malden', 'Stathis Giallelis', 'Ricardo Montalban', 'Sally Kirkland', 'Robert Lipton', 'Sara Vardi', 'James Westerfield', 'Kevin Corcoran', 'Ivalou Redd', 'Dorothy Konrad', 'Helen Kleeb']",Silvio Narizzano,112.0,0.0
"['Adventure', 'Fantasy', 'Action', 'Science Fiction', 'Foreign']",Hundra,1983-01-01,1983,0.030576,6.0,5.8,"['Laurene Landon', 'Cihangir Gaffari', 'María Casal', 'Luis Lorenzo', 'Tamara', 'Victor Gans', 'Cristina Torres', 'Bettina Brenner', 'María Vico', 'Fernando Bilbao', 'Jorge Bosso', 'Elena Segovia', 'Hilda Fuchs', 'Ramiro Oliveros', 'Fernando Martínez', 'Lola Peno', 'Julia Castellanos', 'Elsa Zabala', 'Mario De Barros', 'Adolfo Heredia', 'Larri', 'Alicia Fernández Cavada', 'Arrate Zubizarreta', 'Conchita De Grado', 'Maria Luisa Crespo', 'Azucena Hernández', 'Eva Lyberten', ""Sally O'Neill"", 'Ana Gervasone', 'Elke Stolzemberg', 'Margarita Herrera', 'Juana Gracia', 'Pat Izquierdo', 'Catherine Basseti', 'Paola Matos', 'Berenguela Parres', 'María Jésus Visedo', 'Roxane Kingsley', 'Devora Howle', 'Angel Garcia', 'Pedro Fournier', 'Frank Braña', 'Eduardo Fajardo', 'Alito Rodgers', 'Román Ariznavarreta', 'Kunio Kobayashi', 'Guillermo Antón', 'John F. Goff']",Matt Cimber,0.0,0.0
['Comedy'],East Is East,1999-05-14,1999,5.138367,60.0,6.5,"['Om Puri', 'Linda Bassett', 'Ian Aspinall', 'Jimi Mistry', 'Archie Panjabi', 'Jordan Routledge', 'Chris Bisson', 'Lesley Nicol', 'Emil Marwa', 'Raji James', 'Ruth Jones', 'Emma Rydal', 'John Bardon', 'Jimmi Harkishin', 'Kriss Dosanjh', 'Ben Keaton', 'Gary Lewis', 'Roger Morlidge', 'Albert Moses', 'Gary Damer', 'Preeya Kalidas']",Damien O'Donnell,3800000.0,28200000.0
['Documentary'],Modify,2005-01-01,2005,0.719373,4.0,5.1,"['Jim Ward', 'Masuimi Max', 'Steve Haworth']",Jason Gary,500000.0,0.0
['Comedy'],Larry Gaye: Renegade Male Flight Attendant,2015-06-05,2015,0.69891,15.0,5.1,"['Mark Feuerstein', 'Henry Winkler', 'Jason Alexander', 'Rebecca Romijn', 'Molly Shannon', 'Leslie Coutterand']",Sam Friedlander,0.0,0.0
"['Drama', 'Romance']",Nina Takes a Lover,1995-03-03,1995,0.769522,4.0,7.4,"['Laura San Giacomo', ""Michael O'Keefe"", 'Paul Rhys', 'Cristi Conaway', 'Fisher Stevens']",Alan Jacobs,0.0,0.0
[],Best Friends,2005-11-12,2005,0.674257,0.0,0.0,"['Megan Gallagher', 'Claudette Mink', 'Barclay Hope', 'Liam Ranger', 'Brittney Wilson', 'Nels Lennarson', 'Graham Kosakoski']",Michael Scott,0.0,0.0
"['Crime', 'Drama']",Rumble on the Docks,1956-12-01,1956,0.633906,0.0,0.0,"['James Darren', 'Laurie Carroll', 'Michael Granger', 'Jerry Janger', 'Robert Blake', 'Edgar Barrier', 'Celia Lovsky', 'David Bond', 'Timothy Carey', 'Michael Mark', 'Robert Shayne', 'Barry Froner', 'Joseph Vitale']",Fred F. Sears,0.0,0.0
['Drama'],Flowers for Algernon,2000-02-20,2000,1.354927,10.0,5.6,"['Matthew Modine', 'Kelli Williams', 'Ron Rifkin', 'Bonnie Bedelia', 'Gloria Slade', 'Cliff Saunders', 'Kathryn Kirkpatrick', 'David McFarlane', 'Ronit Cohen', 'Carson Durven', 'Hayley Lochner', 'Cameron Bowen', 'Andrew Dinner', 'Liam Titcomb', 'Ron Kennell', 'Vince Guerriero', 'Vince Guerriero', 'Moe Kelso', 'Billy Khoury']",Jeff Bleckner,0.0,0.0
['Documentary'],What Remains,2005-01-01,2005,0.043363,1.0,8.0,"['Sally Mann', 'Elizabeth Munger', 'Richard Jantz', 'Hunter Mohring']",Steven Cantor,1000000.0,0.0
"['Science Fiction', 'Horror']",Unaware,2013-03-12,2013,0.18805,5.0,4.8,['Heather McCormick'],Robert Cooley,0.0,0.0
"['Action', 'Drama', 'Romance']",Fighter,2007-12-14,2007,0.496686,6.0,4.7,"['Semra Turan', 'Nima Nabipour', 'Cyron Melville', 'Molly Blixt Egelind', 'Sadi Tekelioglu', 'Behruz Banissi', 'Xian Gao', 'Denize Karabuda', 'Ertugrul Yilan', 'Özlem Saglanmak', 'Yüksel Isik', 'Nevin Rasmussen', 'Mira Sarah Altshul', 'Frank Thiel', 'Trine Appel']",Natasha Arthy,0.0,0.0
[],Bigfootville,2002-09-20,2002,0.003294,0.0,0.0,[],,0.0,0.0
['Documentary'],"Tent City, U.S.A",2012-04-05,2012,0.363258,2.0,6.5,[],Steven Cantor,0.0,0.0
['Comedy'],Post Grad,2009-08-21,2009,9.747452,102.0,5.0,"['Alexis Bledel', 'Zach Gilford', 'Rodrigo Santoro', 'Jane Lynch', 'Carol Burnett', 'Michael Keaton', 'Fred Armisen', 'Bobby Coleman', 'Andrew Daly', 'Kirk Fox', 'Catherine Reitman', 'Craig Robinson', 'Mary Anne McGarry', 'J.K. Simmons', 'Robert Arce', 'Jeanie Hackett', 'Oscar Dillon', 'Vanessa Branch', 'Shirley Jordan', 'Michael Grant Terry', 'Melissa Tang', 'Brandon Phillips', 'Parisa Fitz-Henley', 'Alexandra Holden', 'Angel Oquendo', 'Desean Terry', 'Anna Khaja', 'Gino Woulard', 'Reid Harper', ""Patrick O'Connor"", 'Dempsey Pappion']",Vicky Jenson,15000000.0,6405245.0
['Documentary'],Waco: A New Revelation,1999-10-07,1999,0.058409,1.0,8.0,[],,0.0,0.0
"['Crime', 'Comedy', 'Action']","Big Mommas: Like Father, Like Son",2011-02-16,2011,7.564777,322.0,5.3,"['Martin Lawrence', 'Brandon T. Jackson', 'Portia Doubleday', 'Mari Morrow', 'Faizon Love', 'Ana Ortiz', 'Steve Warren', 'Marc John Jefferies', 'Jessica Lucas', 'Emily Rios', 'Michelle Ang', 'Henri Lubatti', 'Lorenzo Pisoni', 'Tony Curran', 'Brandon Gill', 'Zack Mines', 'Rhett Lindsey', 'Ken Jeong', 'Max Casella', 'Susan Walters', 'Sherri Shepherd', 'Susan Griffiths', 'Brianne Gould', 'Dawntavia Bullard', 'Susie Spear Purcell', 'Lily Chambers', 'Jasmine Burke', 'Juliet Kim', 'Brian Lafontaine', 'Ramsey Luke', 'Jazmia Battle', 'Christiani Pitts', 'G. Christopher Carson', 'Nilsa Castro', 'Chenique Charmaine', 'Shaun Clay', 'Matthew L. Collins', 'Tiffany Cosey', 'Michael L. Covington', 'Orlando Vargas Diaz', 'Niki Edwards', 'Rodney Edwards', 'Curtis Gammage', 'Jon Gould', 'Joel Harold', 'Keith Allen Hayes', 'Angel Jackson', 'Eli Jones', 'Shawn Knowles', 'Alphonse A. Lambert Jr.', 'Thina Lowe', 'Carmen Matheny', 'Chantal Maurice', 'Ken Melde', 'Rachelle Neal', 'Katherine Neslund', 'Lexi Noel', 'Kayla Perkins', 'Greg Perrow', 'C.J. Perry', 'Justin Price', 'Eddie Rattanasouk', 'Sarah Reagin', 'Cody Rowlett', 'Joshua Tanksley', 'Lisa Marie Thomas', 'Deonna Young']",John Whitesell,32000000.0,83615414.0
"['Thriller', 'Romance']",The Big Risk,1960-03-23,1960,2.247349,15.0,6.3,"['Lino Ventura', 'Sandra Milo', 'Jean-Paul Belmondo', 'Marcel Dalio', 'Michel Ardan', 'Michèle Méritz', 'Stan Krol', 'Evelyne Ker', 'Simone France', 'Betty Schneider', 'France Asselin', 'Jean-Pierre Zola', 'Sylvain Levignac', 'Jeanne Pérez', 'René Génin', 'Claude Cerval', 'Thierry Lavoye', 'Robert Desnoux', 'Philippe March', 'Jacques Dacqmine', 'Charles Blavette']",Claude Sautet,0.0,0.0
"['Comedy', 'Drama', 'Romance']",Crazy Kind of Love,2013-05-31,2013,7.471364,16.0,5.6,"['Virginia Madsen', 'Graham Rogers', 'Amanda Crew', 'Zach Gilford', 'Sam Trammell', 'Madeline Zima', 'Kristoffer Ryan Winters', 'Anthony LaPaglia', 'Aly Michalka', 'Lin Shaye', 'Eva Longoria', 'Christopher Atkins']",Sarah Siegel-Magness,0.0,0.0
"['Horror', 'Thriller']",Drowning Ghost,2004-10-14,2004,0.766605,3.0,6.0,"['Rebecka Hemse', 'Jesper Salén', 'Jenny Ulving', 'Peter Eggers', 'Kjell Bergqvist', 'Anders Ekborg', 'Rebecca Ferguson']",Mikael Håfström,0.0,0.0
"['Romance', 'Comedy', 'Drama']",Agatha and the Storm,2004-04-27,2004,1.159325,9.0,6.3,"['Licia Maglietta', 'Giuseppe Battiston', 'Silvana Bosi', 'Emilio Solfrizzi', 'Marina Massironi', 'Claudio Santamaria', 'Giselda Volodi', 'Ann Eleonora Jørgensen', 'Monica Nappo', 'Carla Astolfi', 'Elena Nicastro', 'Remo Remotti', 'Andrea Gussoni', 'Mauro Marino', 'Carlo Luca De Ruggieri']",Silvio Soldini,0.0,0.0
['Drama'],Wonderland,1999-05-13,1999,1.433822,8.0,6.9,"['Shirley Henderson', 'Gina McKee', 'Molly Parker', 'Ian Hart', 'John Simm', 'Stuart Townsend', 'Enzo Cilenti', 'Sarah-Jane Potts', 'Kika Markham', 'Jack Shepherd', 'David Fahm', 'Ellen Thomas', 'Peter Marfleet', 'Nathan Constance', 'Anton Saunders']",Michael Winterbottom,0.0,0.0
"['Horror', 'Fantasy']",Scrawl,2015-10-17,2015,1.039918,4.0,3.5,"['Daisy Ridley', 'Mark Forester Evans', 'Joe Daly', 'Annabelle Le Gresley', 'Nathalie Pownall', 'Elizabeth Boag', 'Chris Casey', 'Ellie Selwood', 'Liam Hughes']",Peter Hearn,0.0,0.0
['Comedy'],Horrible Bosses 2,2014-11-26,2014,20.903362,1575.0,6.1,"['Jason Bateman', 'Jason Sudeikis', 'Charlie Day', 'Jennifer Aniston', 'Kevin Spacey', 'Jamie Foxx', 'Chris Pine', 'Christoph Waltz', 'Jonathan Banks', 'Lindsay Sloane', 'Keegan-Michael Key', 'Kelly Stables', 'Jerry Lambert', 'Sam Richardson', 'Brianne Howey', 'Lidia Porto', 'Jaye Razor', 'Lennon Parham', 'Leslie A. Hughes']",Sean Anders,42000000.0,107670357.0
"['Animation', 'Thriller', 'Drama']",@Suicide Room,2011-03-04,2011,3.742632,113.0,7.7,"['Jakub Gierszał', 'Roma Gąsiorowska', 'Agata Kulesza', 'Bartosz Gelner', 'Danuta Borsuk', 'Piotr Nowak', 'Filip Bobek', 'Krzysztof Dracz', 'Aleksandra Hamkało', 'Krzysztof Pieczyński']",Jan Komasa,0.0,0.0
"['Comedy', 'Foreign']",What Will You Do When You Catch Me?,1978-12-08,1978,0.004974,7.0,8.5,"['Krzysztof Kowalewski', 'Ewa Wiśniewska', 'Ewa Ziętek', 'Marek Bargiełowski', 'Damian Damięcki', 'Jerzy Duszyński', 'Andrzej Fedorowicz', 'Janusz Gajos', 'Bronisław Pawlik', 'Stanislaw Tym']",Stanisław Bareja,0.0,0.0
[],The Importance of Being Earnest,1986-01-01,1986,0.125014,2.0,4.0,"['Paul McGann', 'Rupert Frazer']",Stuart Burge,0.0,0.0
[],Bix,1991-01-01,1991,0.00222,2.0,6.0,"['Bryant Weeks', 'Emile Levisetti', 'Julia Ewing', 'Mark Collver', 'Romano Orzari']",Pupi Avati,0.0,0.0
"['Drama', 'Romance']",The Age of Innocence,1993-09-17,1993,8.013617,172.0,7.0,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Alexis Smith', 'Geraldine Chaplin', 'Jonathan Pryce', 'Linda Faye Farkas', 'Michael Rees Davis', 'Terry Cook', 'Jon Garrison', 'Richard E. Grant', 'Alec McCowen', 'Mary Beth Hurt', 'Stuart Wilson', 'Howard Erskine', 'John McLoughlin', 'Christopher Nilsson', 'Miriam Margolyes', 'Siân Phillips', 'Carolyn Farina', 'Michael Gough', 'Joanne Woodward', 'Robert Sean Leonard', 'June Squibb']",Martin Scorsese,34000000.0,32255440.0
"['Comedy', 'Drama', 'Fantasy', 'Romance']",Peggy Sue Got Married,1986-10-05,1986,7.471655,138.0,5.9,"['Nicolas Cage', 'Jim Carrey', 'Kathleen Turner', 'Helen Hunt', 'Catherine Hicks', 'Joan Allen', 'Barry Miller', 'Barbara Harris', 'Sofia Coppola', ""Maureen O'Sullivan"", 'Don Murray', ""Kevin J. O'Connor"", 'Lisa Jane Persky', 'Lucinda Jenney', 'Wil Shriner', 'Leon Ames', 'Glenn Withrow']",Francis Ford Coppola,18000000.0,41382841.0
"['Fantasy', 'Family']",Mister Blot's Academy,1984-01-30,1984,1.084496,5.0,6.0,"['Piotr Fronczewski', 'Slavek Wronka', 'Leon Niemczyk', 'Wiesław Michnikowski', 'Bronisław Pawlik', 'Lembit Ulfsak', 'Irena Karel', 'Lech Ordon', 'Zbigniew Buczkowski']",Krzysztof Gradowski,0.0,0.0
[],"Paolo Barca, maestro elementare, praticamente nudista",1975-01-01,1975,5.7e-05,0.0,0.0,['Renato Pozzetto'],,0.0,0.0
['Comedy'],The Foot Fist Way,2006-06-24,2006,2.066141,35.0,6.0,"['Danny McBride', 'Ben Best', 'Mary Jane Bostic', 'Jody Hill', 'Collette Wolfe']",Jody Hill,79000.0,245000.0
"['Adventure', 'Comedy']",Don't Play the Fool...,1997-01-01,1997,0.444896,4.0,4.0,"['Mikhail Yevdokimov', 'Grigorij Sijatvinda', 'Olga Ostroumova', 'Lev Durov', 'Valeriy Zolotukhin', 'Tatyana Kravchenko', 'Sergei Agapitov', 'Vladimir Kashpur']",Valery Chikov,0.0,0.0
"['Romance', 'Drama', 'Crime']",Speedway Junky,1999-02-11,1999,1.19861,7.0,5.2,"['Jesse Bradford', 'Jordan Brower', 'Jonathan Taylor Thomas', 'Daryl Hannah', 'Tiffani Thiessen', 'Patsy Kensit', 'Justin Urich', 'Adrienne Frantz', 'Patrick Renna', 'Erik Alexander Gavica', 'Timothy McNeil', 'Brian Stark', 'Warren G.', 'Richard Balin', 'Jaime Bergman', 'Susan Gayle Clay', 'Lucy Dawn', 'Kaleb Dixon', 'Shevonne Durkin', 'Jason Ellsworth', 'Bill Farmer', 'Stephanie Granda', 'John Jett', 'Bill Cho Lee', 'Angela Little', 'Faith McDevitt', 'Sam Menning', 'Del Monroe', 'Cynthia Palmer', 'David Parker', 'Michael Roddy', 'Neil Ross', 'Nafisah Sayyed', 'Steve Schirripa', 'Benjamin Shelfer', 'Peter Thomas', 'Milo Ventimiglia', 'Nick Whelan', 'Preston Acuff', 'Dan Harris', 'Taryn Manning']",Nickolas Perry,1000000.0,0.0
"['Drama', 'Romance']",The Quiet Love,2005-11-22,2005,0.154847,3.0,6.0,"['Antoine Monot Jr.', 'Dominique Horwitz', 'Beate Bille', 'Hanna Schygulla', 'Uwe Rohde', 'Jens Münchow', 'Joost Siedhoff', 'Friedrich Karl Praetorius', 'Ketel Weber', 'Yupp Regeler', 'Sebastian Schipper', 'Axel Olsson', 'Traute Hoess', 'Frank Olivier', 'Armin Dillenberger', 'Sebastian Schultz', 'Erich Krieg', 'Joachim Kindscher', 'Ole Hedegaard']",Till Franzen,0.0,0.0
"['Romance', 'Comedy', 'Fantasy']",More Than a Miracle,1967-10-19,1967,0.378546,6.0,4.9,"['Sophia Loren', 'Omar Sharif', 'Georges Wilson', 'Leslie French', 'Dolores del Río', 'Marina Malfatti', 'Anna Nogara', 'Rita Forzano', 'Carlotta Barilli', 'Rosa María Martín', 'Anna Liotti', 'Carlo Pisacane', 'Renato Pinciroli', 'Cris Huerta', 'Giacomo Furia', 'Pietro Carloni', 'Gladys Dawson', 'Valentino Macchi', 'Enzo Cannavale']",Francesco Rosi,0.0,0.0
"['Action', 'Adventure', 'Comedy', 'Romance']",The Jewel of the Nile,1985-12-04,1985,10.571841,289.0,6.0,"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Spiros Focás', 'Avner Eisenberg', 'Paul David Magid', 'Howard Jay Patterson', 'Randall Edwin Nelson', 'Samuel Ross Williams', 'Timothy Daniel Furst', 'Hamid Fillali', 'Holland Taylor', 'Guy Cuevas', 'Peter DePalma', 'Mark Daly Richards']",Lewis Teague,25000000.0,96773200.0
"['Drama', 'Comedy']",The Rum Diary,2011-10-13,2011,10.110504,391.0,5.6,"['Johnny Depp', 'Amber Heard', 'Aaron Eckhart', 'Michael Rispoli', 'Giovanni Ribisi', 'Richard Jenkins', 'Amaury Nolasco', 'Marshall Bell', 'Bill Smitrovich', 'Julian Holloway', 'Enzo Cilenti', 'Aaron Lustig', 'Natalia Rivera', 'Jimmy Ortega']",Bruce Robinson,45000000.0,24000000.0
"['Comedy', 'Romance']",Shades of Ray,2008-10-18,2008,1.394956,7.0,6.5,"['Zachary Levi', 'Fran Kranz', 'Sarah Shahi', 'Bonnie Somerville', 'Brian George', 'Kathy Baker', 'Gerry Bednob', 'Philip Rosenthal', 'Lucy Davis', 'Jake Kasdan', 'Art Evans']",Jaffar Mahmood,0.0,0.0
